codigo_fake	codigo	descricao	data_inicio_fake	data_inicio	data_fim_fake	data_fim
1003900	1003900	Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção cubos, pastilhas e outros artigos semelhantes	1012018	01012018		
1004000	1004000	Barras próprias para construções, exceto vergalhões	1012018	01012018		
1004100	1004100	Outras barras próprias para construções, exceto vergalhões	1012018	01012018		
1004200	1004200	Vergalhões	1012018	01012018		
1004300	1004300	Outros vergalhões	1012018	01012018		
1004400	1004400	Fios de ferro ou aço não ligados, não revestidos, mesmo polidos cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos	1012018	01012018		
1004500	1004500	Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso	1012018	01012018		
1004501	1004501	Outros fios de ferro ou aço, não ligados, galvanizados	1012018	01012018		
1004600	1004600	Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço	1012018	01012018		
1004700	1004700	Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço	1012018	01012018		
1004800	1004800	Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço	1012018	01012018		
1004900	1004900	Treliças de aço	1012018	01012018		
1005000	1005000	Telhas metálicas	1012018	01012018		
1005100	1005100	Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço próprias para a construção	1012018	01012018		
1005200	1005200	Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas	1012018	01012018		
1005300	1005300	Telas metálicas, grades e redes, de fios de ferro ou aço	1012018	01012018		
1005400	1005400	Correntes de rolos, de ferro fundido, ferro ou aço	1012018	01012018		
1005500	1005500	Outras correntes de elos articulados, de ferro fundido, ferro ou aço	1012018	01012018		
1005600	1005600	Correntes de elos soldados, de ferro fundido, de ferro ou aço	1012018	01012018		
1005700	1005700	Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre	1012018	01012018		
1005800	1005800	Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço	1012018	01012018		
1005900	1005900	Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00	1012018	01012018		
1005901	1005901	Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00	1012018	01012018		
1006000	1006000	Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção	1012018	01012018		
1006100	1006100	Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção	1012018	01012018		
1006200	1006200	Abraçadeiras	1012018	01012018		
1006300	1006300	Barras de cobre	1012018	01012018		
1006400	1006400	Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção	1012018	01012018		
1006500	1006500	Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção	1012018	01012018		
1006600	1006600	Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre	1012018	01012018		
1006700	1006700	Artefatos de higiene/toucador de cobre, para uso na construção	1012018	01012018		
1006800	1006800	Manta de subcobertura aluminizada	1012018	01012018		
1006900	1006900	Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção	1012018	01012018		
1007000	1007000	Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção	1012018	01012018		
1007100	1007100	Construções e suas partes, de alumínio, exceto as construções pré-fabricadas da posição 9406 chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções	1012018	01012018		
1007200	1007200	Artefatos de higiene/toucador de alumínio, para uso na construção	1012018	01012018		
1007300	1007300	Outras obras de alumínio, próprias para construções, incluídas as persianas	1012018	01012018		
1007400	1007400	Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.	1012018	01012018		
1007500	1007500	Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns exceto os de uso automotivo	1012018	01012018		
1007600	1007600	Dobradiças de metais comuns, de qualquer tipo	1012018	01012018		
1007700	1007700	Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção	1012018	01012018		
1007800	1007800	Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção	1012018	01012018		
1007900	1007900	Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes	1012018	01012018		
1008000	1008000	Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo	1012018	01012018		
1100100	1100100	Água sanitária, branqueador e outros alvejantes	1012018	01012018		
1100200	1100200	Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas	1012018	01012018		
1100300	1100300	Sabões líquidos para lavar roupas	1012018	01012018		
1100400	1100400	Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes	1012018	01012018		
1100500	1100500	Detergentes líquidos, exceto para lavar roupa	1012018	01012018		
1100600	1100600	Detergente líquido para lavar roupa	1012018	01012018		
1100700	1100700	Outros agentes orgânicos de superfície (exceto sabões) preparações tensoativas, preparações para lavagem e preparações para limpeza, mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00 em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg	1012018	01012018		
1100800	1100800	Amaciante/suavizante	1012018	01012018		
1100900	1100900	Esponjas para limpeza	1012018	01012018		
1101000	1101000	Álcool etílico para limpeza	1012018	01012018		
1101100	1101100	Esponjas e palhas de aço esponjas para limpeza, polimento ou uso semelhantes todas de uso doméstico	1012018	01012018		
1101200	1101200	Sacos de lixo de conteúdo igual ou inferior a 100 litros	1012018	01012018		
1200100	1200100	Transformadores, bobinas de reatância e de auto indução, das posições 8504.33.00 e 8504.34.00 exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas do código 8504.10.00, os carregadores 8504.40.10, os equipamentos do código 8504.40.40 e os de uso automotivo	1012018	01012018		
1200200	1200200	Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00	1012018	01012018		
1200300	1200300	Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo	1012018	01012018		
1200400	1200400	Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos, para uma tensão não superior a 1.000V conectores para fibras ópticas, feixes ou cabos de fibras ópticas exceto “starter” classificado na subposição 8536.50 e os de uso automotivo	1012018	01012018		
1200500	1200500	Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536	1012018	01012018		
1200600	1200600	Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo	1012018	01012018		
1200700	1200700	Fios, cabos e outros condutores, para usos elétricos,para tensão não superior a 1000V, para uso na construção fios e cabos telefônicos e para transmissão de dados cabos de fibras ópticas, não isolados para uso elétricos exceto os de uso automotivo	1012018	01012018		
1200800	1200800	Isoladores de qualquer matéria, para usos elétricos	1012018	01012018		
1200900	1200900	Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente	1012018	01012018		
1300100	1300100	Medicamentos de referência - positiva, exceto para uso veterinário	1012018	01012018		
1300101	1300101	Medicamentos de referência - negativa, exceto para uso veterinário	1012018	01012018		
1300102	1300102	Medicamentos de referência - neutra, exceto para uso veterinário	1012018	01012018		
1300200	1300200	Medicamentos genérico - positiva, exceto para uso veterinário	1012018	01012018		
1300201	1300201	Medicamentos genérico - negativa, exceto para uso veterinário	1012018	01012018		
1300202	1300202	Medicamentos genérico - neutra, exceto para uso veterinário	1012018	01012018		
1300300	1300300	Medicamentos similar - positiva, exceto para uso veterinário	1012018	01012018		
1300301	1300301	Medicamentos similar - negativa, exceto para uso veterinário	1012018	01012018		
1300302	1300302	Medicamentos similar - neutra, exceto para uso veterinário	1012018	01012018		
1300400	1300400	Outros tipos de medicamentos - positiva, exceto para uso veterinário	1012018	01012018		
1300401	1300401	Outros tipos de medicamentos - negativa, exceto para uso veterinário	1012018	01012018		
1300402	1300402	Outros tipos de medicamentos - neutra, exceto para uso veterinário	1012018	01012018		
1300500	1300500	Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva	1012018	01012018		
1300501	1300501	Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa	1012018	01012018		
1300600	1300600	Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra	1012018	01012018		
1300700	1300700	Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva	1012018	01012018		
1300701	1300701	Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa	1012018	01012018		
1300800	1300800	Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva	1012018	01012018		
1300801	1300801	Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa	1012018	01012018		
1300900	1300900	Vacinas e produtos semelhantes, exceto para uso veterinário - positiva	1012018	01012018		
1300901	1300901	Vacinas e produtos semelhantes, exceto para uso veterinário - negativa	1012018	01012018		
1301000	1301000	Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva	1012018	01012018		
1301001	1301001	Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa	1012018	01012018		
1301100	1301100	Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra	1012018	01012018		
1301200	1301200	Luvas cirúrgicas e luvas de procedimento - neutra	1012018	01012018		
1301300	1301300	Preservativo – neutra	1012018	01012018		
1301400	1301400	Seringas, mesmo com agulhas - neutra	1012018	01012018		
1301500	1301500	Agulhas para seringas - neutra	1012018	01012018		
1301600	1301600	Contraceptivos (dispositivos intrauterinos - DIU) - neutra	1012018	01012018		
1400100	1400100	Objetos de vidro para serviço de mesa ou de cozinha	1012018	01012018		
1400200	1400200	Outros copos, exceto de vitrocerâmica	1012018	01012018		
1400300	1400300	Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica	1012018	01012018		
1400400	1400400	Lonas plásticas, exceto as para uso na construção	1012018	01012018		
1400500	1400500	Artefatos de higiene/toucador de plástico, exceto os para uso na construção	1012018	01012018		
1400600	1400600	Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis	1012018	01012018		
1400601	1400601	Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis	1012018	01012018		
1400700	1400700	Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – estojos	1012018	01012018		
1400800	1400800	Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – avulsos	1012018	01012018		
1400900	1400900	Artigos para serviço de mesa ou de cozinha, de cerâmica	1012018	01012018		
1401000	1401000	Velas para filtros	1012018	01012018		
1401100	1401100	Filtros descartáveis para coar café ou chá	1012018	01012018		
1401200	1401200	Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão	1012018	01012018		
1401300	1401300	Papel para cigarro	1012018	01012018		
1600100	1600100	Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)	1012018	01012018		
1600200	1600200	Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira	1012018	01012018		
1600300	1600300	Pneus novos para motocicletas	1012018	01012018		
1600400	1600400	Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00	1012018	01012018		
1600500	1600500	Pneus novos de borracha dos tipos utilizados em bicicletas	1012018	01012018		
1600600	1600600	Pneus recauchutados	1012018	01012018		
1600700	1600700	Protetores de borracha, exceto os itens classificados no CEST 16.007.01	1012018	01012018		
1600701	1600701	Protetores de borracha para bicicletas	1012018	01012018		
1600800	1600800	Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00	1012018	01012018		
1600900	1600900	Câmaras de ar de borracha dos tipos utilizados em bicicletas	1012018	01012018		
1700100	1700100	Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.	1012018	01012018		
1700200	1700200	Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1700300	1700300	Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg	1012018	01012018		
1700400	1700400	Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.	1012018	01012018		
1700500	1700500	Ovos de páscoa de chocolate branco	1012018	01012018		
1700501	1700501	Ovos de páscoa de chocolate	1012018	01012018		
1700600	1700600	Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02	1012018	01012018		
1700601	1700601	Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg	1012018	01012018		
1700602	1700602	Achocolatados em pó, em cápsulas	1012018	01012018		
1700700	1700700	Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1700800	1700800	Bombons, inclusive à base de chocolate branco sem cacau	1012018	01012018		
1700900	1700900	Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau	1012018	01012018		
1701000	1701000	Sucos de frutas ou de produtos hortícolas mistura de sucos	1012018	01012018		
1701100	1701100	Água de coco	1012018	01012018		
1701200	1701200	Leite em pó, blocos ou grânulos, exceto creme de leite	1012018	01012018		
1701300	1701300	Farinha láctea	1012018	01012018		
1701400	1701400	Leite modificado para alimentação de crianças	1012018	01012018		
1701500	1701500	Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros	1012018	01012018		
1701600	1701600	Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros	1012018	01012018		
1701601	1701601	Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros	1012018	01012018		
1701700	1701700	Leite em recipiente de conteúdo inferior ou igual a 1 litro	1012018	01012018		
1701701	1701701	Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros	1012018	01012018		
1701800	1701800	Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro	1012018	01012018		
1701801	1701801	Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros	1012018	01012018		
1701900	1701900	Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1701901	1701901	Creme de leite, em recipiente de conteúdo superior a 1 kg	1012018	01012018		
1701902	1701902	Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg	1012018	01012018		
1702000	1702000	Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1702001	1702001	Leite condensado, em recipiente de conteúdo superior a 1 kg	1012018	01012018		
1702100	1702100	Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros	1012018	01012018		
1702101	1702101	Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros	1012018	01012018		
1702200	1702200	Coalhada	1012018	01012018		
1702300	1702300	Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702301	1702301	Requeijão e similares, em recipiente de conteúdo superior a 1 kg	1012018	01012018		
1702400	1702400	Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04	1012018	01012018		
1702401	1702401	Queijo muçarela	1012018	01012018		
1702402	1702402	Queijo minas frescal	1012018	01012018		
1702403	1702403	Queijo ricota	1012018	01012018		
1702404	1702404	Queijo petit suisse	1012018	01012018		
1702500	1702500	Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702501	1702501	Manteiga, em embalagem de conteúdo superior a 1 kg	1012018	01012018		
1702502	1702502	Manteiga de garrafa	1012018	01012018		
1702600	1702600	Margarina e creme vegetal em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702700	1702700	Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702701	1702701	Margarina e creme vegetal, em recipiente de conteúdo superior a 1 kg	1012018	01012018		
1702702	1702702	Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702800	1702800	Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702801	1702801	Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g	1012018	01012018		
1702900	1702900	Doces de leite	1012018	01012018		
1703000	1703000	Produtos à base de cereais, obtidos por expansão ou torrefação	1012018	01012018		
1703100	1703100	Salgadinhos diversos	1012018	01012018		
1703200	1703200	Batata frita, inhame e mandioca fritos	1012018	01012018		
1703300	1703300	Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1703301	1703301	Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg	1012018	01012018		
1703400	1703400	Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g	1012018	01012018		
1703500	1703500	Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g	1012018	01012018		
1703600	1703600	Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g	1012018	01012018		
1703700	1703700	Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1703800	1703800	Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g	1012018	01012018		
1703900	1703900	Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g	1012018	01012018		
1704000	1704000	Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1704100	1704100	Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg	1012018	01012018		
1704200	1704200	Barra de cereais	1012018	01012018		
1704300	1704300	Barra de cereais contendo cacau	1012018	01012018		
1704400	1704400	Farinha de trigo especial, em embalagem inferior ou igual a 1 kg	1012018	01012018		
1704401	1704401	Farinha de trigo especial, em embalagem superior a 1 kg e inferior a 5 kg	1012018	01012018		
1704402	1704402	Farinha de trigo especial, em embalagem igual a 5 kg	1012018	01012018		
1704403	1704403	Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 kg	1012018	01012018		
1704404	1704404	Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 kg	1012018	01012018		
1704405	1704405	Farinha de trigo comum, em embalagem igual a 5 kg	1012018	01012018		
1704406	1704406	Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 kg	1012018	01012018		
1704407	1704407	Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 kg	1012018	01012018		
1704408	1704408	Farinha de trigo doméstica especial, em embalagem superior a 5 kg e inferior e igual a 10 kg	1012018	01012018		
1704409	1704409	Farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg	1012018	01012018		
1704410	1704410	Farinha de trigo especial, em embalagem superior a 50 Kg	1012018	01012018		
1704411	1704411	Farinha de trigo comum, em embalagem inferior ou igual a 1 kg	1012018	01012018		
1704412	1704412	Farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 Kg	1012018	01012018		
1704413	1704413	Farinha de trigo comum, em embalagem superior a 50 kg	1012018	01012018		
1704414	1704414	Farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg	1012018	01012018		
1704415	1704415	Farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 Kg	1012018	01012018		
1704416	1704416	Farinha de trigo doméstica especial, em embalagem igual a 5 Kg	1012018	01012018		
1704417	1704417	Farinha de trigo doméstica especial, em embalagem superior a 10 Kg	1012018	01012018		
1704418	1704418	Farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg	1012018	01012018		
1704419	1704419	Farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg	1012018	01012018		
1704420	1704420	Farinha de trigo doméstica com fermento, em embalagem igual a 5 Kg	1012018	01012018		
1704421	1704421	Farinha de trigo doméstica com fermento, em embalagem superior a 10 Kg	1012018	01012018		
1704422	1704422	Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg	1012018	01012018		
1704423	1704423	Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg	1012018	01012018		
1704424	1704424	Outras farinhas de trigo, em embalagem igual a 5 Kg	1012018	01012018		
1704425	1704425	Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg	1012018	01012018		
1704426	1704426	Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg	1012018	01012018		
1704427	1704427	Outras farinhas de trigo, em embalagem superior a 50 Kg	1012018	01012018		
1704500	1704500	Farinha de mistura de trigo com centeio (méteil)	1012018	01012018		
1704600	1704600	Misturas e preparações para bolos, em embalagem inferior 5 kg	1012018	01012018		
1704601	1704601	Misturas e preparações para bolos, em embalagem igual a 5 kg	1012018	01012018		
1704602	1704602	Misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg	1012018	01012018		
1704603	1704603	Misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg	1012018	01012018		
1704604	1704604	Misturas e preparações para bolos, em embalagem superior a 50 Kg	1012018	01012018		
1704605	1704605	Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg	1012018	01012018		
1704606	1704606	Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg	1012018	01012018		
1704607	1704607	Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg	1012018	01012018		
1704608	1704608	Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg	1012018	01012018		
1704609	1704609	Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg	1012018	01012018		
1704610	1704610	Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg	1012018	01012018		
1704611	1704611	Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg	1012018	01012018		
1704612	1704612	Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg	1012018	01012018		
1704613	1704613	Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg	1012018	01012018		
1704614	1704614	Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg	1012018	01012018		
1704700	1704700	Massas alimentícias tipo instantânea	1012018	01012018		
1704800	1704800	Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02	1012018	01012018		
1704801	1704801	Cuscuz	1012018	01012018		
1704802	1704802	Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)	1012018	01012018		
1704900	1704900	Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03	1012018	01012018		
1704901	1704901	Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04	1012018	01012018		
1704902	1704902	Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05	1012018	01012018		
1704903	1704903	Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos	1012018	01012018		
1704904	1704904	Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos	1012018	01012018		
1704905	1704905	Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos	1012018	01012018		
1705000	1705000	Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma	1012018	01012018		
